image_name,fruit,stage,fruit_id,ripeness_id,days_remaining,relative_path
676.jpg,pineapple,rotten,5,2,-2.41,pineapple\Rotten\676.jpg
492.jpg,apple,rotten,0,2,0.22,apple\Rotten\492.jpg
117.jpg,pineapple,fresh,5,1,3.27,pineapple\Fresh\117.jpg
504.jpg,banana,fresh,1,1,2.99,banana\Fresh\504.jpg
114.jpg,mango,fresh,2,1,3.01,mango\Fresh\114.jpg
539.jpg,mango,fresh,2,1,2.85,mango\Fresh\539.jpg
95.jpg,orange,unripe,3,0,7.88,orange\Unripe\95.jpg
487.jpg,pineapple,rotten,5,2,0.06,pineapple\Rotten\487.jpg
261.jpg,papaya,unripe,4,0,5.35,papaya\Unripe\261.jpg
198.jpg,banana,unripe,1,0,6.45,banana\Unripe\198.jpg
361.jpg,apple,fresh,0,1,4.72,apple\Fresh\361.jpg
173.jpg,apple,unripe,0,0,9.99,apple\Unripe\173.jpg
623.jpg,pineapple,unripe,5,0,5.54,pineapple\Unripe\623.jpg
16.jpg,mango,fresh,2,1,2.72,mango\Fresh\16.jpg
26.jpg,pineapple,fresh,5,1,2.72,pineapple\Fresh\26.jpg
53.jpg,banana,unripe,1,0,6.03,banana\Unripe\53.jpg
115.jpg,banana,unripe,1,0,6.28,banana\Unripe\115.jpg
588.jpg,banana,unripe,1,0,5.82,banana\Unripe\588.jpg
566.jpg,orange,rotten,3,2,0.19,orange\Rotten\566.jpg
135.jpg,mango,fresh,2,1,3.1,mango\Fresh\135.jpg
61.jpg,papaya,unripe,4,0,5.32,papaya\Unripe\61.jpg
404.jpg,orange,unripe,3,0,7.76,orange\Unripe\404.jpg
201.jpg,apple,rotten,0,2,0.15,apple\Rotten\201.jpg
238.jpg,orange,unripe,3,0,7.58,orange\Unripe\238.jpg
456.jpg,apple,unripe,0,0,10.12,apple\Unripe\456.jpg
485.jpg,banana,unripe,1,0,5.95,banana\Unripe\485.jpg
200.jpg,banana,unripe,1,0,5.6,banana\Unripe\200.jpg
144.jpg,apple,rotten,0,2,-1.62,apple\Rotten\144.jpg
433.jpg,papaya,unripe,4,0,5.42,papaya\Unripe\433.jpg
278.jpg,papaya,unripe,4,0,5.06,papaya\Unripe\278.jpg
278.jpg,orange,fresh,3,1,5.26,orange\Fresh\278.jpg
315.jpg,banana,fresh,1,1,3.28,banana\Fresh\315.jpg
226.jpg,orange,unripe,3,0,8.03,orange\Unripe\226.jpg
26.jpg,pineapple,unripe,5,0,6.17,pineapple\Unripe\26.jpg
9.jpg,pineapple,rotten,5,2,0.75,pineapple\Rotten\9.jpg
31.jpg,banana,rotten,1,2,0.6,banana\Rotten\31.jpg
65.jpg,papaya,fresh,4,1,2.22,papaya\Fresh\65.jpg
38.jpg,apple,unripe,0,0,9.8,apple\Unripe\38.jpg
102.jpg,apple,rotten,0,2,0.13,apple\Rotten\102.jpg
238.jpg,banana,fresh,1,1,3.01,banana\Fresh\238.jpg
174.jpg,apple,fresh,0,1,5.22,apple\Fresh\174.jpg
505.jpg,banana,fresh,1,1,2.82,banana\Fresh\505.jpg
604.jpg,papaya,fresh,4,1,2.04,papaya\Fresh\604.jpg
349.jpg,mango,rotten,2,2,0.59,mango\Rotten\349.jpg
517.jpg,orange,unripe,3,0,8.06,orange\Unripe\517.jpg
152.jpg,banana,rotten,1,2,0.62,banana\Rotten\152.jpg
322.jpg,papaya,rotten,4,2,0.66,papaya\Rotten\322.jpg
28.jpg,apple,unripe,0,0,9.92,apple\Unripe\28.jpg
199.jpg,mango,unripe,2,0,7.35,mango\Unripe\199.jpg
638.jpg,apple,rotten,0,2,0.7,apple\Rotten\638.jpg
466.jpg,pineapple,rotten,5,2,0.13,pineapple\Rotten\466.jpg
211.jpg,banana,fresh,1,1,3.09,banana\Fresh\211.jpg
57.jpg,orange,fresh,3,1,5.09,orange\Fresh\57.jpg
91.jpg,apple,fresh,0,1,5.12,apple\Fresh\91.jpg
202.jpg,apple,unripe,0,0,10.46,apple\Unripe\202.jpg
361.jpg,banana,rotten,1,2,-1.92,banana\Rotten\361.jpg
328.jpg,pineapple,fresh,5,1,3.28,pineapple\Fresh\328.jpg
62.jpg,apple,fresh,0,1,4.95,apple\Fresh\62.jpg
557.jpg,banana,unripe,1,0,5.55,banana\Unripe\557.jpg
640.jpg,papaya,rotten,4,2,0.25,papaya\Rotten\640.jpg
113.jpg,apple,fresh,0,1,4.97,apple\Fresh\113.jpg
53.jpg,pineapple,fresh,5,1,2.98,pineapple\Fresh\53.jpg
456.jpg,banana,rotten,1,2,0.55,banana\Rotten\456.jpg
328.jpg,pineapple,rotten,5,2,0.19,pineapple\Rotten\328.jpg
567.jpg,pineapple,unripe,5,0,5.65,pineapple\Unripe\567.jpg
458.jpg,apple,unripe,0,0,10.15,apple\Unripe\458.jpg
351.jpg,papaya,unripe,4,0,5.03,papaya\Unripe\351.jpg
308.jpg,apple,rotten,0,2,0.46,apple\Rotten\308.jpg
250.jpg,apple,unripe,0,0,9.74,apple\Unripe\250.jpg
170.jpg,apple,fresh,0,1,4.96,apple\Fresh\170.jpg
280.jpg,banana,fresh,1,1,3.16,banana\Fresh\280.jpg
215.jpg,banana,fresh,1,1,2.73,banana\Fresh\215.jpg
158.jpg,mango,unripe,2,0,6.66,mango\Unripe\158.jpg
330.jpg,mango,fresh,2,1,2.92,mango\Fresh\330.jpg
58.jpg,banana,fresh,1,1,2.98,banana\Fresh\58.jpg
460.jpg,banana,rotten,1,2,0.26,banana\Rotten\460.jpg
339.jpg,banana,fresh,1,1,2.72,banana\Fresh\339.jpg
418.jpg,banana,fresh,1,1,3.09,banana\Fresh\418.jpg
6.jpg,orange,unripe,3,0,7.85,orange\Unripe\6.jpg
367.jpg,mango,unripe,2,0,6.56,mango\Unripe\367.jpg
263.jpg,mango,unripe,2,0,7.18,mango\Unripe\263.jpg
537.jpg,apple,rotten,0,2,0.19,apple\Rotten\537.jpg
122.jpg,orange,rotten,3,2,0.47,orange\Rotten\122.jpg
127.jpg,papaya,rotten,4,2,0.09,papaya\Rotten\127.jpg
39.jpg,orange,rotten,3,2,0.13,orange\Rotten\39.jpg
415.jpg,apple,rotten,0,2,0.06,apple\Rotten\415.jpg
41.jpg,pineapple,fresh,5,1,3.26,pineapple\Fresh\41.jpg
222.jpg,mango,unripe,2,0,7.13,mango\Unripe\222.jpg
652.jpg,orange,fresh,3,1,5.26,orange\Fresh\652.jpg
544.jpg,pineapple,unripe,5,0,5.74,pineapple\Unripe\544.jpg
105.jpg,papaya,fresh,4,1,2.07,papaya\Fresh\105.jpg
631.jpg,papaya,unripe,4,0,5.23,papaya\Unripe\631.jpg
493.jpg,apple,rotten,0,2,0.27,apple\Rotten\493.jpg
251.jpg,mango,unripe,2,0,6.8,mango\Unripe\251.jpg
460.jpg,apple,fresh,0,1,5.27,apple\Fresh\460.jpg
199.jpg,pineapple,fresh,5,1,3.16,pineapple\Fresh\199.jpg
499.jpg,banana,rotten,1,2,0.06,banana\Rotten\499.jpg
622.jpg,papaya,fresh,4,1,1.92,papaya\Fresh\622.jpg
399.jpg,papaya,unripe,4,0,4.65,papaya\Unripe\399.jpg
558.jpg,mango,fresh,2,1,2.77,mango\Fresh\558.jpg
60.jpg,mango,rotten,2,2,0.18,mango\Rotten\60.jpg
348.jpg,apple,fresh,0,1,5.05,apple\Fresh\348.jpg
164.jpg,orange,fresh,3,1,5.27,orange\Fresh\164.jpg
502.jpg,apple,unripe,0,0,10.19,apple\Unripe\502.jpg
571.jpg,apple,unripe,0,0,9.54,apple\Unripe\571.jpg
517.jpg,apple,rotten,0,2,0.2,apple\Rotten\517.jpg
142.jpg,orange,rotten,3,2,0.1,orange\Rotten\142.jpg
152.jpg,apple,rotten,0,2,0.33,apple\Rotten\152.jpg
152.jpg,papaya,fresh,4,1,2.26,papaya\Fresh\152.jpg
131.jpg,mango,unripe,2,0,6.62,mango\Unripe\131.jpg
268.jpg,pineapple,rotten,5,2,0.49,pineapple\Rotten\268.jpg
600.jpg,pineapple,unripe,5,0,6.1,pineapple\Unripe\600.jpg
44.jpg,banana,rotten,1,2,0.11,banana\Rotten\44.jpg
4.jpg,banana,fresh,1,1,2.95,banana\Fresh\4.jpg
502.jpg,mango,unripe,2,0,6.68,mango\Unripe\502.jpg
31.jpg,pineapple,unripe,5,0,6.32,pineapple\Unripe\31.jpg
201.jpg,pineapple,rotten,5,2,-1.35,pineapple\Rotten\201.jpg
359.jpg,apple,rotten,0,2,0.43,apple\Rotten\359.jpg
60.jpg,mango,fresh,2,1,3.27,mango\Fresh\60.jpg
340.jpg,apple,unripe,0,0,9.56,apple\Unripe\340.jpg
225.jpg,apple,unripe,0,0,10.14,apple\Unripe\225.jpg
414.jpg,orange,rotten,3,2,0.53,orange\Rotten\414.jpg
3.jpg,banana,fresh,1,1,3.21,banana\Fresh\3.jpg
639.jpg,mango,rotten,2,2,0.26,mango\Rotten\639.jpg
402.jpg,orange,fresh,3,1,5.01,orange\Fresh\402.jpg
635.jpg,papaya,unripe,4,0,5.48,papaya\Unripe\635.jpg
510.jpg,orange,rotten,3,2,0.57,orange\Rotten\510.jpg
422.jpg,orange,unripe,3,0,7.78,orange\Unripe\422.jpg
657.jpg,pineapple,rotten,5,2,0.62,pineapple\Rotten\657.jpg
343.jpg,banana,unripe,1,0,6.19,banana\Unripe\343.jpg
475.jpg,apple,fresh,0,1,4.81,apple\Fresh\475.jpg
549.jpg,orange,fresh,3,1,4.72,orange\Fresh\549.jpg
13.jpg,pineapple,unripe,5,0,6.04,pineapple\Unripe\13.jpg
434.jpg,papaya,unripe,4,0,4.72,papaya\Unripe\434.jpg
106.jpg,apple,rotten,0,2,0.25,apple\Rotten\106.jpg
36.jpg,pineapple,rotten,5,2,0.66,pineapple\Rotten\36.jpg
487.jpg,orange,unripe,3,0,7.79,orange\Unripe\487.jpg
369.jpg,mango,fresh,2,1,2.93,mango\Fresh\369.jpg
485.jpg,papaya,fresh,4,1,2.24,papaya\Fresh\485.jpg
316.jpg,apple,fresh,0,1,5.06,apple\Fresh\316.jpg
147.jpg,papaya,unripe,4,0,4.81,papaya\Unripe\147.jpg
246.jpg,papaya,rotten,4,2,0.71,papaya\Rotten\246.jpg
136.jpg,apple,fresh,0,1,5.29,apple\Fresh\136.jpg
325.jpg,banana,rotten,1,2,0.35,banana\Rotten\325.jpg
508.jpg,pineapple,unripe,5,0,5.75,pineapple\Unripe\508.jpg
137.jpg,papaya,fresh,4,1,2.01,papaya\Fresh\137.jpg
160.jpg,banana,rotten,1,2,0.53,banana\Rotten\160.jpg
237.jpg,papaya,rotten,4,2,0.13,papaya\Rotten\237.jpg
71.jpg,papaya,unripe,4,0,5.07,papaya\Unripe\71.jpg
268.jpg,banana,rotten,1,2,0.6,banana\Rotten\268.jpg
490.jpg,mango,rotten,2,2,0.64,mango\Rotten\490.jpg
78.jpg,orange,rotten,3,2,0.59,orange\Rotten\78.jpg
146.jpg,papaya,unripe,4,0,5.01,papaya\Unripe\146.jpg
476.jpg,pineapple,unripe,5,0,6.4,pineapple\Unripe\476.jpg
463.jpg,pineapple,fresh,5,1,2.92,pineapple\Fresh\463.jpg
628.jpg,papaya,rotten,4,2,0.44,papaya\Rotten\628.jpg
292.jpg,pineapple,fresh,5,1,3.18,pineapple\Fresh\292.jpg
616.jpg,orange,fresh,3,1,5.19,orange\Fresh\616.jpg
0.jpg,banana,fresh,1,1,3.28,banana\Fresh\0.jpg
511.jpg,apple,unripe,0,0,10.09,apple\Unripe\511.jpg
197.jpg,papaya,fresh,4,1,1.75,papaya\Fresh\197.jpg
234.jpg,papaya,unripe,4,0,5.48,papaya\Unripe\234.jpg
71.jpg,orange,unripe,3,0,8.47,orange\Unripe\71.jpg
78.jpg,apple,fresh,0,1,4.83,apple\Fresh\78.jpg
7.jpg,papaya,unripe,4,0,4.77,papaya\Unripe\7.jpg
616.jpg,apple,rotten,0,2,-2.49,apple\Rotten\616.jpg
598.jpg,orange,fresh,3,1,5.27,orange\Fresh\598.jpg
195.jpg,pineapple,unripe,5,0,5.76,pineapple\Unripe\195.jpg
26.jpg,orange,fresh,3,1,5.09,orange\Fresh\26.jpg
478.jpg,orange,fresh,3,1,4.98,orange\Fresh\478.jpg
504.jpg,pineapple,fresh,5,1,2.86,pineapple\Fresh\504.jpg
101.jpg,pineapple,unripe,5,0,6.49,pineapple\Unripe\101.jpg
214.jpg,apple,unripe,0,0,10.38,apple\Unripe\214.jpg
239.jpg,banana,rotten,1,2,0.5,banana\Rotten\239.jpg
155.jpg,mango,fresh,2,1,3.29,mango\Fresh\155.jpg
468.jpg,orange,fresh,3,1,4.98,orange\Fresh\468.jpg
167.jpg,orange,unripe,3,0,7.51,orange\Unripe\167.jpg
179.jpg,banana,unripe,1,0,6.35,banana\Unripe\179.jpg
387.jpg,pineapple,rotten,5,2,0.7,pineapple\Rotten\387.jpg
136.jpg,pineapple,fresh,5,1,3.02,pineapple\Fresh\136.jpg
397.jpg,banana,fresh,1,1,2.79,banana\Fresh\397.jpg
497.jpg,pineapple,fresh,5,1,3.16,pineapple\Fresh\497.jpg
74.jpg,pineapple,fresh,5,1,2.78,pineapple\Fresh\74.jpg
148.jpg,orange,rotten,3,2,0.67,orange\Rotten\148.jpg
314.jpg,apple,rotten,0,2,0.7,apple\Rotten\314.jpg
617.jpg,mango,rotten,2,2,0.45,mango\Rotten\617.jpg
520.jpg,orange,fresh,3,1,4.88,orange\Fresh\520.jpg
260.jpg,banana,rotten,1,2,-2.34,banana\Rotten\260.jpg
156.jpg,banana,fresh,1,1,3.14,banana\Fresh\156.jpg
101.jpg,banana,unripe,1,0,6.41,banana\Unripe\101.jpg
126.jpg,pineapple,fresh,5,1,2.72,pineapple\Fresh\126.jpg
566.jpg,banana,rotten,1,2,-2.35,banana\Rotten\566.jpg
59.jpg,papaya,unripe,4,0,4.59,papaya\Unripe\59.jpg
661.jpg,papaya,unripe,4,0,5.47,papaya\Unripe\661.jpg
68.jpg,banana,rotten,1,2,0.46,banana\Rotten\68.jpg
556.jpg,mango,fresh,2,1,2.84,mango\Fresh\556.jpg
551.jpg,pineapple,unripe,5,0,6.42,pineapple\Unripe\551.jpg
24.jpg,pineapple,rotten,5,2,0.04,pineapple\Rotten\24.jpg
96.jpg,mango,rotten,2,2,0.2,mango\Rotten\96.jpg
523.jpg,mango,rotten,2,2,0.56,mango\Rotten\523.jpg
646.jpg,mango,fresh,2,1,2.97,mango\Fresh\646.jpg
244.jpg,orange,rotten,3,2,0.47,orange\Rotten\244.jpg
5.jpg,pineapple,fresh,5,1,2.83,pineapple\Fresh\5.jpg
97.jpg,orange,rotten,3,2,-1.92,orange\Rotten\97.jpg
238.jpg,banana,rotten,1,2,-1.72,banana\Rotten\238.jpg
98.jpg,orange,unripe,3,0,7.76,orange\Unripe\98.jpg
280.jpg,papaya,rotten,4,2,-1.74,papaya\Rotten\280.jpg
99.jpg,apple,unripe,0,0,9.64,apple\Unripe\99.jpg
264.jpg,banana,rotten,1,2,0.56,banana\Rotten\264.jpg
28.jpg,apple,rotten,0,2,-1.43,apple\Rotten\28.jpg
108.jpg,banana,fresh,1,1,3.04,banana\Fresh\108.jpg
133.jpg,banana,fresh,1,1,3.09,banana\Fresh\133.jpg
454.jpg,pineapple,fresh,5,1,3.0,pineapple\Fresh\454.jpg
338.jpg,mango,fresh,2,1,3.16,mango\Fresh\338.jpg
159.jpg,apple,unripe,0,0,9.7,apple\Unripe\159.jpg
400.jpg,apple,fresh,0,1,5.11,apple\Fresh\400.jpg
440.jpg,apple,unripe,0,0,10.09,apple\Unripe\440.jpg
558.jpg,papaya,unripe,4,0,5.12,papaya\Unripe\558.jpg
248.jpg,orange,fresh,3,1,4.81,orange\Fresh\248.jpg
410.jpg,apple,unripe,0,0,10.43,apple\Unripe\410.jpg
605.jpg,pineapple,fresh,5,1,2.75,pineapple\Fresh\605.jpg
321.jpg,orange,rotten,3,2,0.02,orange\Rotten\321.jpg
22.jpg,mango,fresh,2,1,2.98,mango\Fresh\22.jpg
245.jpg,banana,fresh,1,1,2.73,banana\Fresh\245.jpg
150.jpg,papaya,unripe,4,0,5.19,papaya\Unripe\150.jpg
400.jpg,papaya,fresh,4,1,1.96,papaya\Fresh\400.jpg
471.jpg,pineapple,fresh,5,1,3.3,pineapple\Fresh\471.jpg
383.jpg,mango,unripe,2,0,6.63,mango\Unripe\383.jpg
271.jpg,pineapple,unripe,5,0,5.65,pineapple\Unripe\271.jpg
222.jpg,banana,rotten,1,2,-2.07,banana\Rotten\222.jpg
33.jpg,papaya,rotten,4,2,0.28,papaya\Rotten\33.jpg
226.jpg,banana,rotten,1,2,0.25,banana\Rotten\226.jpg
335.jpg,mango,fresh,2,1,3.24,mango\Fresh\335.jpg
492.jpg,banana,unripe,1,0,6.18,banana\Unripe\492.jpg
437.jpg,banana,unripe,1,0,5.87,banana\Unripe\437.jpg
24.jpg,pineapple,fresh,5,1,3.21,pineapple\Fresh\24.jpg
146.jpg,apple,unripe,0,0,9.64,apple\Unripe\146.jpg
65.jpg,mango,unripe,2,0,6.76,mango\Unripe\65.jpg
358.jpg,orange,fresh,3,1,4.84,orange\Fresh\358.jpg
573.jpg,orange,rotten,3,2,0.24,orange\Rotten\573.jpg
591.jpg,pineapple,rotten,5,2,0.46,pineapple\Rotten\591.jpg
99.jpg,orange,rotten,3,2,0.69,orange\Rotten\99.jpg
262.jpg,apple,unripe,0,0,9.5,apple\Unripe\262.jpg
187.jpg,pineapple,fresh,5,1,2.73,pineapple\Fresh\187.jpg
279.jpg,banana,rotten,1,2,0.64,banana\Rotten\279.jpg
301.jpg,mango,rotten,2,2,0.17,mango\Rotten\301.jpg
94.jpg,papaya,fresh,4,1,1.91,papaya\Fresh\94.jpg
364.jpg,apple,fresh,0,1,4.94,apple\Fresh\364.jpg
255.jpg,pineapple,unripe,5,0,6.35,pineapple\Unripe\255.jpg
344.jpg,mango,rotten,2,2,0.73,mango\Rotten\344.jpg
156.jpg,mango,unripe,2,0,7.27,mango\Unripe\156.jpg
648.jpg,apple,unripe,0,0,9.56,apple\Unripe\648.jpg
130.jpg,orange,rotten,3,2,0.24,orange\Rotten\130.jpg
614.jpg,orange,unripe,3,0,8.38,orange\Unripe\614.jpg
21.jpg,banana,fresh,1,1,2.78,banana\Fresh\21.jpg
162.jpg,mango,fresh,2,1,3.01,mango\Fresh\162.jpg
576.jpg,mango,rotten,2,2,0.34,mango\Rotten\576.jpg
161.jpg,pineapple,rotten,5,2,0.56,pineapple\Rotten\161.jpg
259.jpg,orange,fresh,3,1,5.25,orange\Fresh\259.jpg
169.jpg,mango,fresh,2,1,2.9,mango\Fresh\169.jpg
130.jpg,apple,fresh,0,1,4.81,apple\Fresh\130.jpg
428.jpg,pineapple,rotten,5,2,0.03,pineapple\Rotten\428.jpg
52.jpg,apple,fresh,0,1,4.77,apple\Fresh\52.jpg
70.jpg,papaya,rotten,4,2,0.21,papaya\Rotten\70.jpg
519.jpg,papaya,fresh,4,1,2.04,papaya\Fresh\519.jpg
53.jpg,apple,rotten,0,2,0.64,apple\Rotten\53.jpg
410.jpg,apple,rotten,0,2,0.58,apple\Rotten\410.jpg
644.jpg,orange,fresh,3,1,5.24,orange\Fresh\644.jpg
541.jpg,apple,fresh,0,1,5.14,apple\Fresh\541.jpg
215.jpg,apple,rotten,0,2,0.72,apple\Rotten\215.jpg
302.jpg,apple,rotten,0,2,0.42,apple\Rotten\302.jpg
314.jpg,banana,unripe,1,0,5.93,banana\Unripe\314.jpg
144.jpg,orange,unripe,3,0,7.68,orange\Unripe\144.jpg
446.jpg,orange,fresh,3,1,4.83,orange\Fresh\446.jpg
270.jpg,pineapple,fresh,5,1,2.92,pineapple\Fresh\270.jpg
80.jpg,papaya,fresh,4,1,2.04,papaya\Fresh\80.jpg
256.jpg,papaya,fresh,4,1,2.07,papaya\Fresh\256.jpg
27.jpg,mango,rotten,2,2,-1.83,mango\Rotten\27.jpg
202.jpg,orange,rotten,3,2,0.2,orange\Rotten\202.jpg
184.jpg,banana,rotten,1,2,-1.21,banana\Rotten\184.jpg
534.jpg,orange,rotten,3,2,0.16,orange\Rotten\534.jpg
15.jpg,papaya,fresh,4,1,1.73,papaya\Fresh\15.jpg
306.jpg,mango,fresh,2,1,3.22,mango\Fresh\306.jpg
299.jpg,banana,fresh,1,1,2.71,banana\Fresh\299.jpg
644.jpg,pineapple,rotten,5,2,0.19,pineapple\Rotten\644.jpg
488.jpg,pineapple,fresh,5,1,3.3,pineapple\Fresh\488.jpg
102.jpg,banana,unripe,1,0,6.38,banana\Unripe\102.jpg
463.jpg,mango,fresh,2,1,2.84,mango\Fresh\463.jpg
297.jpg,papaya,fresh,4,1,1.94,papaya\Fresh\297.jpg
24.jpg,apple,rotten,0,2,0.01,apple\Rotten\24.jpg
616.jpg,mango,fresh,2,1,2.91,mango\Fresh\616.jpg
481.jpg,orange,fresh,3,1,4.97,orange\Fresh\481.jpg
598.jpg,mango,rotten,2,2,0.24,mango\Rotten\598.jpg
120.jpg,banana,rotten,1,2,0.12,banana\Rotten\120.jpg
228.jpg,apple,rotten,0,2,0.12,apple\Rotten\228.jpg
561.jpg,pineapple,rotten,5,2,-1.28,pineapple\Rotten\561.jpg
74.jpg,apple,unripe,0,0,10.43,apple\Unripe\74.jpg
301.jpg,papaya,fresh,4,1,1.97,papaya\Fresh\301.jpg
23.jpg,papaya,rotten,4,2,-1.6,papaya\Rotten\23.jpg
279.jpg,apple,rotten,0,2,0.77,apple\Rotten\279.jpg
185.jpg,pineapple,fresh,5,1,2.86,pineapple\Fresh\185.jpg
67.jpg,pineapple,fresh,5,1,2.96,pineapple\Fresh\67.jpg
565.jpg,banana,rotten,1,2,0.78,banana\Rotten\565.jpg
625.jpg,apple,fresh,0,1,5.27,apple\Fresh\625.jpg
298.jpg,apple,fresh,0,1,5.21,apple\Fresh\298.jpg
272.jpg,apple,rotten,0,2,0.5,apple\Rotten\272.jpg
523.jpg,mango,unripe,2,0,6.77,mango\Unripe\523.jpg
32.jpg,pineapple,rotten,5,2,0.67,pineapple\Rotten\32.jpg
90.jpg,orange,rotten,3,2,0.17,orange\Rotten\90.jpg
565.jpg,apple,rotten,0,2,0.01,apple\Rotten\565.jpg
418.jpg,papaya,fresh,4,1,2.1,papaya\Fresh\418.jpg
209.jpg,banana,rotten,1,2,-1.18,banana\Rotten\209.jpg
10.jpg,orange,unripe,3,0,8.16,orange\Unripe\10.jpg
24.jpg,mango,unripe,2,0,7.02,mango\Unripe\24.jpg
172.jpg,mango,unripe,2,0,6.77,mango\Unripe\172.jpg
262.jpg,banana,rotten,1,2,-2.08,banana\Rotten\262.jpg
624.jpg,pineapple,rotten,5,2,0.23,pineapple\Rotten\624.jpg
622.jpg,papaya,rotten,4,2,0.73,papaya\Rotten\622.jpg
525.jpg,orange,rotten,3,2,0.69,orange\Rotten\525.jpg
469.jpg,papaya,unripe,4,0,5.04,papaya\Unripe\469.jpg
533.jpg,pineapple,unripe,5,0,5.66,pineapple\Unripe\533.jpg
204.jpg,papaya,rotten,4,2,0.36,papaya\Rotten\204.jpg
322.jpg,banana,rotten,1,2,0.06,banana\Rotten\322.jpg
411.jpg,banana,rotten,1,2,0.54,banana\Rotten\411.jpg
68.jpg,apple,unripe,0,0,10.02,apple\Unripe\68.jpg
398.jpg,mango,unripe,2,0,6.84,mango\Unripe\398.jpg
504.jpg,orange,fresh,3,1,5.06,orange\Fresh\504.jpg
66.jpg,papaya,fresh,4,1,2.07,papaya\Fresh\66.jpg
288.jpg,papaya,unripe,4,0,4.7,papaya\Unripe\288.jpg
681.jpg,papaya,rotten,4,2,-1.99,papaya\Rotten\681.jpg
227.jpg,papaya,rotten,4,2,0.2,papaya\Rotten\227.jpg
102.jpg,apple,fresh,0,1,4.75,apple\Fresh\102.jpg
299.jpg,papaya,fresh,4,1,1.84,papaya\Fresh\299.jpg
352.jpg,pineapple,unripe,5,0,5.58,pineapple\Unripe\352.jpg
446.jpg,pineapple,fresh,5,1,3.22,pineapple\Fresh\446.jpg
155.jpg,mango,unripe,2,0,7.41,mango\Unripe\155.jpg
617.jpg,papaya,rotten,4,2,0.11,papaya\Rotten\617.jpg
521.jpg,orange,unripe,3,0,8.37,orange\Unripe\521.jpg
146.jpg,banana,unripe,1,0,6.03,banana\Unripe\146.jpg
279.jpg,pineapple,fresh,5,1,3.29,pineapple\Fresh\279.jpg
113.jpg,orange,unripe,3,0,7.79,orange\Unripe\113.jpg
638.jpg,orange,rotten,3,2,-2.18,orange\Rotten\638.jpg
112.jpg,mango,unripe,2,0,6.97,mango\Unripe\112.jpg
138.jpg,orange,rotten,3,2,0.57,orange\Rotten\138.jpg
574.jpg,orange,unripe,3,0,8.11,orange\Unripe\574.jpg
379.jpg,orange,rotten,3,2,-2.21,orange\Rotten\379.jpg
479.jpg,mango,unripe,2,0,6.58,mango\Unripe\479.jpg
106.jpg,mango,fresh,2,1,2.99,mango\Fresh\106.jpg
58.jpg,papaya,unripe,4,0,5.25,papaya\Unripe\58.jpg
43.jpg,pineapple,rotten,5,2,0.27,pineapple\Rotten\43.jpg
1.jpg,banana,unripe,1,0,5.76,banana\Unripe\1.jpg
503.jpg,mango,unripe,2,0,7.49,mango\Unripe\503.jpg
52.jpg,mango,rotten,2,2,-1.12,mango\Rotten\52.jpg
24.jpg,papaya,fresh,4,1,2.04,papaya\Fresh\24.jpg
85.jpg,orange,fresh,3,1,5.19,orange\Fresh\85.jpg
117.jpg,banana,fresh,1,1,3.24,banana\Fresh\117.jpg
333.jpg,orange,rotten,3,2,0.19,orange\Rotten\333.jpg
39.jpg,banana,unripe,1,0,6.27,banana\Unripe\39.jpg
132.jpg,orange,unripe,3,0,7.79,orange\Unripe\132.jpg
39.jpg,apple,fresh,0,1,5.28,apple\Fresh\39.jpg
134.jpg,orange,fresh,3,1,4.94,orange\Fresh\134.jpg
368.jpg,apple,rotten,0,2,0.19,apple\Rotten\368.jpg
2.jpg,orange,rotten,3,2,0.54,orange\Rotten\2.jpg
454.jpg,mango,fresh,2,1,3.19,mango\Fresh\454.jpg
422.jpg,banana,unripe,1,0,6.41,banana\Unripe\422.jpg
79.jpg,apple,fresh,0,1,4.93,apple\Fresh\79.jpg
508.jpg,papaya,fresh,4,1,1.98,papaya\Fresh\508.jpg
280.jpg,orange,fresh,3,1,4.93,orange\Fresh\280.jpg
207.jpg,mango,rotten,2,2,0.2,mango\Rotten\207.jpg
515.jpg,mango,unripe,2,0,6.96,mango\Unripe\515.jpg
3.jpg,banana,rotten,1,2,0.21,banana\Rotten\3.jpg
308.jpg,mango,rotten,2,2,0.78,mango\Rotten\308.jpg
89.jpg,papaya,fresh,4,1,2.08,papaya\Fresh\89.jpg
686.jpg,papaya,rotten,4,2,-1.37,papaya\Rotten\686.jpg
193.jpg,papaya,unripe,4,0,4.95,papaya\Unripe\193.jpg
395.jpg,orange,fresh,3,1,4.92,orange\Fresh\395.jpg
75.jpg,orange,rotten,3,2,0.5,orange\Rotten\75.jpg
35.jpg,apple,unripe,0,0,10.17,apple\Unripe\35.jpg
520.jpg,mango,rotten,2,2,0.11,mango\Rotten\520.jpg
291.jpg,papaya,rotten,4,2,0.27,papaya\Rotten\291.jpg
28.jpg,apple,fresh,0,1,5.01,apple\Fresh\28.jpg
655.jpg,apple,fresh,0,1,5.1,apple\Fresh\655.jpg
78.jpg,orange,unripe,3,0,7.91,orange\Unripe\78.jpg
343.jpg,mango,unripe,2,0,6.98,mango\Unripe\343.jpg
411.jpg,banana,unripe,1,0,5.68,banana\Unripe\411.jpg
298.jpg,papaya,fresh,4,1,2.19,papaya\Fresh\298.jpg
101.jpg,pineapple,rotten,5,2,0.76,pineapple\Rotten\101.jpg
